ProteinID,Intensity_24_177_14,Intensity_24_177_15,Intensity_24_177_16,Intensity_24_177_24,Intensity_24_177_27,Intensity_24_177_28,Intensity_24_177_34,Intensity_24_177_43,Intensity_24_177_44,Intensity_24_177_50,Intensity_24_177_51,Intensity_24_177_52,Intensity_24_177_60,Intensity_24_177_63,Intensity_24_177_64,Intensity_24_177_71,Intensity_24_177_7,Intensity_24_177_8
1350,0,1.2166803507465699e-5,9.271728581406157e-5,1.1829220288010505e-4,0,0,2.3884081350252764e-5,2.5785948952903876e-4,4.7686832131664095e-6,2.2607962333994912e-4,0,0,1.0035605050764028e-4,9.180324278619905e-5,0,8.556544431081183e-5,0,2.229459467431329e-4
1351,1.1055189127993895e-5,0,6.820600973923288e-5,3.509869963227048e-5,3.0064121356246492e-5,0,5.449163012720749e-6,4.099068072706808e-5,3.1587941633914784e-5,2.4668894946045346e-4,9.180315972878879e-6,0,2.976786949068721e-4,2.699215481423729e-5,1.0036179943095321e-5,6.144914918016281e-5,0,3.5121082056394284e-5
1352,0,0,0,0,0,0,0,0,0,0,0,0,2.0041738702953577e-4,0,0,6.006337258544135e-6,0,0
1353,0,0,0,3.273692947031944e-5,0,0,1.1908956677663916e-5,0,0,0,0,0,1.814604149347279e-5,0,0,0,0,0
1354,0,0,3.6698447889634316e-5,8.327639883216707e-5,0,0,0,0,0,8.98543460814872e-5,2.5758315483704532e-5,0,8.0234315969828e-5,0,0,0,0,0
1355,0,0,0,2.250094400554056e-5,6.220039707055075e-5,0,0,9.947967578508817e-5,3.0161395982931884e-5,1.7211784900934427e-5,0,0,6.11517994592913e-5,4.704416944777095e-6,0,0,1.6885128277103218e-4,1.0844585591725887e-4
1356,7.357620214559904e-5,2.894133504200745e-5,0,5.7835916429047934e-5,1.7362669340853872e-5,0,0,6.20222447231717e-5,0,8.8422132363394e-5,6.869537282071704e-5,0,6.253409938744763e-5,0,1.858934328966019e-5,0,2.949603789855051e-4,0
1357,1.57435568923772e-5,0,0,0,2.5267083689812296e-5,0,0,4.071607138185331e-5,8.64138763309213e-5,1.5506469086332982e-4,0,0,8.397405187608973e-5,5.203547198457744e-6,0,0,4.5118382511091017e-4,3.127740681234123e-5
1358,0,0,0,0,0,0,0,0,1.038878061665629e-5,1.2892674967845195e-5,1.1746346401170193e-5,0,1.0033145189545444e-5,0,0,0,1.2554434484177439e-5,0
1359,0,9.09650638920142e-6,0,0,5.6868118913599174e-5,0,0,0,0,0,0,0,0,0,0,0,3.099665670995045e-5,0
1360,0,0,0,0,0,0,0,0,0,1.0067587271371453e-5,0,0,0,0,0,0,7.272188937758176e-6,0
1361,0,0,0,0,6.648181823539732e-6,0,0,0,3.5203137561344004e-5,2.393983746710706e-5,2.722596642336524e-5,0,1.0956365054231023e-5,0,0,0,5.37714887409518e-5,0
1362,3.237770037005397e-5,1.419215617868521e-4,0,2.65691979603153e-4,2.801997085454348e-4,0,0,3.990071034958744e-5,7.719434540392753e-5,7.109095041473315e-5,2.6949130043541023e-4,0,1.6442347924477792e-4,2.1171592642341812e-5,1.1498012143022604e-5,0,6.028238189894632e-4,6.608586750744266e-5
1363,1.3741113122634258e-4,8.174880567548475e-5,0,1.2953086606551438e-4,0,0,0,0,2.9782299184500456e-4,4.423932862245667e-4,4.3930075574494693e-4,0,3.1188821889071216e-4,0,3.58697726291764e-5,0,9.146700346369018e-4,1.3343161690632538e-4
1364,0,0,0,0,0,0,0,1.3816443330489135e-5,0,3.2650091955801576e-5,0,0,0,0,0,0,0,0
1365,6.206425227003751e-5,0,0,1.0448902636833066e-4,2.3107812773705002e-5,0,0,0,3.3302452404853494e-4,3.5016077616609865e-4,1.9496749229695877e-5,0,2.534771786293042e-4,3.26501480142771e-5,0,0,0,1.5857267001214825e-4
1366,0,0,0,0,0,2.299379383719385e-5,2.3683411348169838e-5,1.1780740353953839e-5,0,0,0,0,0,0,0,0,0,0
1367,0,0,0,0,0,1.3066209322176634e-5,0,0,0,0,0,0,0,0,0,0,0,0
1368,0,7.78043416557978e-6,0,0,0,4.246151061454121e-5,3.4164375170241506e-5,1.8558586284209722e-5,1.4002902514212233e-5,0,0,0,0,0,0,0,0,3.4840559064409186e-5
1369,0,0,0,0,0,0,3.759441307708194e-5,0,0,0,0,0,0,0,0,0,0,0
1370,0,0,0,0,0,2.280796056513946e-5,0,0,0,0,0,0,0,0,0,0,0,0
1371,0,0,0,0,0,0,0,6.591600477569044e-6,0,0,0,0,0,0,0,0,0,0
1372,0,0,0,0,0,0,2.612015444949954e-6,0,0,0,0,0,0,0,0,0,0,0
1373,0,0,0,0,0,0,3.1402544880469806e-6,0,0,0,0,0,0,0,0,0,0,0
1374,0,0,0,0,0,0,0,0,0,0,0,8.437416220707044e-6,0,0,0,0,0,0
1375,0,0,0,0,0,0,5.70472445342815e-5,0,0,0,0,0,0,0,0,0,0,0
1376,0,0,0,0,0,0,2.0345203812134805e-5,0,0,0,0,0,0,0,0,0,0,0
1377,0,0,0,0,0,0,1.5995546926943884e-5,0,0,0,0,0,0,0,0,0,0,0
1378,0,0,0,0,0,7.480448587085449e-5,2.270102168318029e-4,3.909802759198985e-5,9.433663723771647e-6,0,0,1.1534011278756109e-5,0,0,0,0,0,0
1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6685765703129954e-5
1380,0,0,0,0,0,8.030668207650365e-5,1.0592150208756367e-4,3.321812584903902e-5,2.9419558187437204e-5,0,0,0,0,0,0,3.55428410736491e-6,0,9.243789977503535e-5
1381,0,0,0,0,0,0,5.564945137196515e-5,0,0,0,0,0,0,0,0,0,0,0
1382,0,0,0,0,0,0,1.660322655145098e-5,0,0,0,0,0,0,0,0,0,0,0
1383,0,0,0,0,0,0,7.445702144527596e-5,0,2.3405746455189205e-5,0,0,0,0,0,0,0,0,2.8637153141499397e-5
1384,1.8199063505118385e-4,0,0,6.582644265965763e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,2.365361497206335e-4,0,0,7.116050204663074e-5,4.36856572675247e-6,0,0,0,0,1.3880036207512961e-5,0,0,0,0,3.16729725503699e-5,0,0,0
1386,0,0,1.4968469579958425e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,0,0,0,0,0,0,0,0,0,0,0,0,9.233714554368829e-5,0,0,4.9458222596014795e-6,0,0
1388,0,6.487933087984372e-6,0,0,0,0,0,0,8.721459403642776e-6,0,0,0,0,0,0,0,0,0
1389,0,0,0,0,0,0,0,0,0,0,0,0,2.7735804983532585e-5,0,0,0,0,1.1632634477964096e-5
1390,0,0,0,0,0,0,0,0,1.5594455550506192e-5,0,0,0,0,0,0,0,0,0
1391,0,0,0,0,0,0,0,1.2071354197349849e-5,0,0,9.724720121185873e-6,0,0,7.865993352005676e-6,0,2.075856002504024e-5,0,0
1392,0,9.00921784732345e-6,0,9.362703560715276e-6,0,0,0,6.4603619252029346e-6,0,0,1.561842142554468e-5,1.9242022458669805e-5,1.3263034780261695e-5,1.2959028388650582e-5,0,0,0,0
1393,0,0,0,0,0,0,0,7.569285941227647e-6,0,0,0,0,0,0,0,0,0,0
1394,0,0,0,0,0,0,0,3.469208191567257e-5,0,0,0,1.4821989617800791e-4,0,0,0,6.061177512838308e-6,0,0
1395,0,0,0,0,0,0,0,2.0696881164660674e-5,0,0,0,4.808602295141563e-5,0,0,0,0,2.195233719912894e-5,0
1396,0,0,0,0,0,0,0,2.487487493594237e-5,1.5756812145597497e-5,0,0,2.8927240965427847e-5,0,0,0,0,0,0
1397,0,0,8.625834937249848e-6,0,0,0,0,0,0,0,0,2.6705425692143915e-5,0,0,0,0,0,0
1398,2.0669952768747786e-5,7.667235355236139e-6,3.0392062805139887e-4,0,0,0,9.406802612369562e-6,0,0,0,0,4.716206708980947e-4,4.54324791627915e-6,0,0,0,0,0
1399,0.0031554671656695127,5.444593813048925e-4,1.374117219321691e-5,0,0,0.005601877557576603,0.0012543081065086268,0.002205055826584136,3.445574763260125e-4,9.528994698969943e-5,2.3837074499039954e-4,0.044891308878747815,0.0025826015225483474,1.0762237043916178e-5,0,3.741909960531483e-4,0.0053518490785487895,0.002283973045706118
1400,0,0,1.0861242633317665e-5,0,0,0,0,4.6871179912003285e-6,0,0,0,0,0,0,0,6.367859204588277e-6,0,0
1401,0,0,0,0,0,0,0,0,0,0,0,3.910907109189151e-6,0,0,0,0,0,0
1402,2.504458651674164e-5,0,6.299793259026641e-5,0,1.2524329425366506e-5,7.848095134066156e-5,3.055049963781456e-5,5.221717970972379e-5,3.2479979501202924e-5,0,5.697067756313422e-5,1.4173457231077787e-4,3.705134207302686e-5,0,0,5.17871530350342e-5,3.343796503678852e-5,2.776570175584457e-5
1403,0,0,3.117855384597624e-5,0,0,0,0,2.7004759778413376e-5,1.2332964795442392e-5,0,0,9.462299609368969e-5,1.7935551709714592e-5,0,0,2.7065506562263194e-05,0,0
1404,1.1675511039207502e-5,0,1.1136939122386464e-5,0,2.35321055881802e-5,1.4256036779006166e-5,2.3175074795069743e-5,4.423981894065353e-5,1.2163851398800379e-5,1.09209434353501e-5,9.79380943077024e-6,3.051844895896712e-5,0,1.7597104102500703e-5,0,3.3419113622077756e-5,0,1.4590671140926619e-5
1405,0,0,0,0,0,0,0,4.676140619967554e-5,0,0,0,1.2605712244432619e-5,0,0,0,2.169658812486374e-5,4.585146804563461e-5,2.1083928468242507e-5
1406,0,0,0,0,0,0,0,1.558695014656336e-5,4.5915985975345284e-5,0,0,4.8016501424922345e-5,0,0,0,1.742996839421988e-5,0,0
1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.796926687335573e-5,0
1408,0,0,2.8696451544009294e-5,0,0,0,0,1.26602513719412e-5,3.3147013797036694e-5,0,1.3509764963228207e-5,0,0,0,0,0,0,1.7493766778668873e-5
1409,0,0,0,0,0,0,0,5.157081695263605e-6,0,0,0,2.523647677222285e-5,0,0,0,0,0,0
1410,1.7326114660373908e-5,0,1.634613084286689e-5,0,0,0,0,5.2510561237847385e-5,0,0,0,3.48367333725175e-5,0,0,0,0,0,0
1411,0,0,3.797153721569261e-4,2.1680079982538715e-5,3.928770894484642e-5,3.840162699580314e-4,2.0181193825413295e-5,2.4212572982471674e-4,6.500336865761667e-5,0,1.6975888776109518e-4,9.234637450295891e-4,7.33478351457206e-5,0,3.102661768493018e-5,2.0739775336483355e-4,1.6890442849960024e-4,5.953951850926727e-5
1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.384658782716973e-6,0,0
1413,4.7373966059496446e-5,1.6954502595382278e-5,3.450654641707341e-4,0,0,2.339294087634038e-4,7.201066332049565e-5,3.660905649711443e-4,9.441689375440417e-5,2.5846087886243645e-5,0.001040577020116462,8.08386150893687e-4,0.0017275453271655185,0,1.260934022772753e-4,0.0014535592005317577,9.133233444758362e-4,1.0193953609119967e-4
1414,0,0,0,0,0,0,0,2.6425896850359476e-5,7.773988108588234e-6,0,8.907408985504076e-6,1.8329582921288025e-5,0,0,0,2.128170172200748e-5,0,0
1415,0,0,0,0,0,1.632075926340087e-5,0,0,0,0,0,0,0,0,0,0,0,0
1416,0,0,0,0,0,0,0,8.422360568226726e-6,0,0,0,0,0,0,0,0,0,0
1417,3.381183467862273e-4,0,0,0,0,0,0,0,0,2.0390628530430062e-4,0,0,0,0,0,0,0,0
1418,0,0,0,0,7.114285050613529e-5,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,0,0,0,0,1.5788960698776745e-5,0,0,0,0,0,0,0,1.8737799776344296e-5,0,0,0,0,0
1420,0,0,0,0,1.4337596974747696e-5,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,8.581806623322137e-6,0,0,0,4.711417595164596e-4,0,0,0,0,8.948943949449957e-6,0,0,0,8.7354697629806e-5,0,0,0,0
1422,1.042690471166776e-4,2.5785177739309657e-5,1.1511552462854898e-4,0,2.4480393134015575e-5,8.356396125839433e-4,8.829856375794436e-4,6.476438255362294e-5,1.587181198507229e-5,4.159748243984954e-5,3.088835303983828e-4,8.566023250826515e-5,2.0567395489870345e-4,3.2617200556943065e-5,3.131348275216633e-5,2.2167788740114244e-4,1.8464372744760147e-4,2.0036242203709274e-5
1423,0,0,0,0,0,4.884155052485749e-5,0,0,0,0,0,9.949864213504708e-6,3.213855697411313e-5,0,0,3.2044057558712212e-6,0,0
1424,0,0,8.203516488773054e-4,0,0,0,0,0,0,0,0,0,0,0,0,5.0366518618813576e-5,0,0
1425,0,0,3.696861362180823e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,0,0,0,0,0,0,0,0,1.0650634299299702e-5,0,0,0,0,0,0,2.816371570973117e-6,0,0
1427,0,0,0,0,9.864882449733295e-6,0,0,0,0,0,0,0,0,0,0,0,1.2231894052609844e-5,1.6077241035111435e-5
1428,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2226230005316457e-5,0,0,9.955347266789969e-6,0
1429,0,0,0,0,0,0,0,0,1.6371195904684463e-4,0,0,0,0,0,7.944400657458734e-5,0,0,1.3629676326386444e-4
1430,0,0,1.0613459549552056e-5,0,0,0,0,5.444283172348902e-5,1.0481684525665616e-5,1.0141786420386236e-4,3.928309144097792e-5,0,8.487598513279709e-5,1.178102666131243e-5,1.9609246725875592e-5,1.640848753358112e-5,0,1.7840778278022234e-5
1431,0,0,0,0,0,0,0,0,0,4.845632145751998e-6,3.6376408373428984e-5,0,0,0,0,1.0223039840785866e-5,0,0
1432,3.213778537855565e-5,2.585456902172343e-6,4.8764928910223734e-5,0,2.2866688106923708e-4,1.8570601851434616e-5,2.26853962558301e-5,1.9415908584777657e-4,2.038692145724162e-5,2.500448167284429e-5,8.94721912593035e-5,0,0,1.2379744681159538e-4,2.1600266604074198e-4,7.871169242734044e-4,0,3.0408194712185256e-4
1433,0,0,0,0,2.6224915473942145e-5,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,0,0,0,3.519740590321571e-5,7.443029853563022e-6,0,0,5.202563703073555e-5,1.994812744618682e-5,0,0,0,0,3.2960724602466844e-5,3.1115406326158995e-5,0,0,9.526375366983673e-5
1435,0,0,0,0,1.8633625180340246e-5,0,0,3.668938465601263e-5,5.020825293465548e-6,2.399603294309747e-5,0,0,0,8.269248575383625e-6,4.442994974228861e-6,0,0,0
1436,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5252823640709556e-5,0,0,0,0
1437,0,0,1.2688257556239953e-4,2.713341107288694e-4,9.917772727299111e-6,0,0,9.128143793559723e-6,1.0690043558825213e-5,3.119812221031349e-4,0,0,2.3638874648287597e-4,0,0,0,0,0
1438,0,0,0,0,1.2169598190076505e-5,0,0,0,0,5.557384346749522e-5,0,0,0,0,0,0,0,0
1439,0,4.647493532223862e-6,3.3962640780843306e-4,1.399816791858643e-4,0,0,0,0,0,0,2.0695402624057007e-4,0,4.6112958311379137e-4,0,0,0,0,0
1440,0,0,0.001016593485687996,0,0,0,0,0,0,0,4.991537902193703e-5,0,0,0,0,0,0,0
1441,1.7991569970947214e-4,4.721539898490129e-5,8.792879451663958e-4,0.002007845146363399,0.0014927077332188897,1.0365197585753368e-4,1.9958672972568816e-4,0.0015977418775946644,6.853306628262268e-4,0.0014458140142675818,3.745747259979572e-4,0,0.0019130164528171718,5.615926742338641e-4,0.0018316509786419027,8.361195932636169e-4,0,0.0024036496376150804
1442,0,0,0,0,1.725611876155511e-5,0,0,1.0984804522579707e-5,9.967040445144492e-6,1.1892579021153448e-5,0,0,0,1.1060560927954476e-5,9.635060215713063e-6,0,0,1.593121007445817e-5
1443,0,0,0,2.0966837448574227e-5,0,0,0,4.8074036257730224e-6,2.2144659899509453e-5,4.253751723978488e-5,2.9820775266422537e-5,0,1.5031063400682649e-5,2.118602746490341e-5,0,8.283074313950718e-5,0,4.1544826285859085e-5
1444,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2257733117669605e-4,1.2460285192805692e-5,0,0,0
1445,0,0,0,0,0,5.30122181954574e-5,0,2.0351252640304133e-5,0,0,1.179577677828297e-5,0,0,0,0,0,0,1.1178048636281506e-5
1446,0,0,5.865938348520989e-5,2.0773600988395125e-4,6.809493862057581e-5,0,0,0,3.774074843038273e-5,2.5633441392692426e-5,4.8073552164258386e-5,0,1.1621084155986009e-4,3.262611969274838e-5,0,1.2829163612643989e-5,0,1.788184933991915e-5
1447,0,0,0,1.9375059598984656e-5,4.509346353135518e-5,0,0,1.4562387161771318e-5,0,3.991720974978803e-5,0,0,1.0241628932932581e-5,0,0,0,0,3.345568927576755e-5
1448,8.325531880766685e-5,0,8.358786847764415e-5,0,3.6712117306236736e-5,1.0722379365865717e-4,9.473840827771352e-5,1.7031057733777906e-5,2.026435368805766e-5,4.2562031654610306e-5,5.2943122622589055e-5,1.4528984814398183e-4,5.074975151660495e-5,1.753910168121251e-5,3.3724753212185105e-5,7.248391289089969e-5,6.656784001789266e-5,2.9155295037335344e-5
1449,0,0,4.9602357382241256e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,0,0,3.099932776439967e-5,0,0,1.2379522182378512e-4,1.553339595642496e-5,0,0,0,0,1.0705945717205693e-5,2.6046819205904082e-5,0,0,0,0,0
1451,0,0,0,0,3.6811018411089124e-5,0,0,0,0,0,0,0,0,0,0,0,1.2628789591886845e-5,0
1452,6.41147514158704e-4,0,0,4.257284786809326e-4,9.524011649451716e-5,6.0337672558541576e-5,3.9609123588967415e-5,0,0,0,0,0,0,0,0,0,0,0
1453,4.544613146519364e-5,0,0,1.9869909393605005e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,0,2.9215784731161786e-5,0,0,0,0,3.8235688486059216e-5,1.5272769300983985e-5,1.1581786352248016e-4,0,7.909718536640215e-5,4.065790741613502e-5,7.350691663665926e-5,1.0139182422237812e-5,0,3.993511052074123e-5,0,1.7380708130691674e-5
1455,1.7993888272658023e-5,0,0,0,0,0,0,0,3.358902502314305e-5,0,3.871323560280078e-6,0,0,3.145650796338282e-6,0,0,0,1.9256092241562326e-5
1456,0,1.9940796365645678e-5,2.5405386965960853e-5,0,0,0,1.0724930842728673e-5,1.844173635786713e-5,9.580287974775222e-5,0,2.7492285630930092e-5,1.2631580345079337e-5,9.464045601232737e-6,7.990584318642659e-5,0,1.210850984416784e-4,5.362746398519538e-6,0
1457,0,7.436835396208353e-6,0,0,0,0,0,0,2.877130722796506e-5,0,0,6.2417911391740045e-6,0,9.628880746063881e-6,0,0,0,0
1458,0.0020193673722318397,0.0020639202993805814,0.002053959926791177,5.22949400258689e-4,2.1010874183947082e-4,2.6885126762426505e-4,6.509299473343733e-4,2.3299253695168912e-4,4.874444770874971e-4,9.096759974765149e-4,0.0023763841662989885,6.830279542851413e-4,3.8931298898073704e-4,3.69061818992804e-4,0.0011826976940869094,3.603368015726279e-4,2.7274882083884233e-4,0.004075274124301514
1459,0,5.116772363098317e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,0,6.284690844654497e-5,0,8.647918758688514e-5,0,0,0,9.337960694509808e-6,6.65673673843933e-5,0,2.1765451750075274e-5,0,0,0,0,0,0,7.66727972552811e-5
1461,0,9.059266000833011e-5,8.283336298603896e-5,0,0,0,5.387463975214381e-5,2.5402337012341186e-5,1.737402718401029e-4,0,8.62384118317576e-5,6.609879428394805e-5,5.262363044050383e-5,8.288972907035502e-5,0,8.855923009927907e-5,0,1.0112021418341656e-4
1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30788274146495e-6
1463,0,0,0,0,0,0,2.142446301275168e-6,0,1.3000481673533894e-5,0,0,0,0,0,0,6.034806906397456e-6,0,0
1464,0,0,0,0,0,8.884902902963077e-6,0,0,0,0,0,0,0,0,0,0,0,0
1465,0,0,1.4431267160565207e-4,0,8.215724540496322e-5,0,0,0,0,6.22955985750265e-5,0,0,0,3.4644017013188095e-5,2.523210778749289e-5,0,0,0
1466,0,9.062211123054354e-6,0,0,8.085553117775434e-5,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,0,0,0,0,0,0,0,0,0,0,0,0,1.7521669316724163e-5,0,0,0,0,0
1468,0,0,0,0,6.450901533660702e-6,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,0,0,0,0,2.116635617985541e-5,0,0,0,0,0,0,0,0,0,0,0,5.44897690325449e-6,0
1470,0,0,0,0,3.13630712261731e-5,0,0,0,9.866605490659173e-6,0,0,0,1.1747095553684053e-5,8.979657382808462e-6,0,0,0,0
1471,0,0,0,0,0,1.138304761402679e-5,0,0,0,0,0,0,0,0,0,0,0,0
1472,0,0,0,3.9386412785381993e-4,6.172482280824557e-4,4.0411827362993346e-4,0,1.9410173141727727e-5,2.902604079123679e-5,2.6175020067735416e-5,3.1578640974331597e-4,2.411235340379478e-5,0,2.287630794591546e-4,6.791794339627571e-5,0,0,0
1473,0,0,0,0,0,7.214461454757841e-5,0,0,0,0,0,0,0,0,0,0,0,0
1474,0,0,0,0,0,1.0824397715831162e-5,0,0,0,0,0,0,0,0,0,0,1.4419353687535589e-5,0
1475,0,0,0,0,3.6568583622373105e-5,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,0,0,0,0,0,0,1.4852225299828592e-5,0,0,0,0,0,0,0,0,0,0,0
1477,0,0,0,0,0,0,4.109231398171551e-5,0,0,0,0,0,0,0,0,0,6.102917805321476e-7,0
1478,0,0,0,0,0,0,0,0,0,0,0,0,5.966988411085918e-5,0,0,0,0,8.749788823392712e-5
1479,0,0,0,0,0,0,0,0,4.8936989905305066e-5,0,0,0,0,0,0,0,0,0
1480,0,0,0,0,1.6181451940938906e-5,0,0,0,0,2.040043595722845e-5,0,0,0,0,0,0,5.149409560392293e-6,1.8193527946466404e-5
1481,0,7.769862851742799e-6,0,0,0,0,0,9.806621141407184e-5,0,0,0,0,0,0,3.267586659498294e-5,0,3.7209712839362e-5,0
1482,0,5.128459925426595e-6,0,0,0,0,0,0,0,0,1.3844776634184207e-5,0,0,0,0,0,1.6028791203284817e-4,0
1483,0,1.862585027631928e-5,0,0,0,0,0,0,0,0,6.855263620605884e-6,0,0,0,0,0,1.621527536512011e-5,0
1484,0,0,0,0,2.02779354746535e-5,0,0,0,0,1.0895328695333489e-4,2.1834688692428633e-4,0,0,0,0,0,6.829949685502131e-5,5.134701475874825e-5
1485,0,0,3.7766243799553764e-5,5.434691472131652e-5,0,0,1.144999590701435e-5,0,0,2.47749787509869e-5,2.5827746110940638e-5,0,3.638574926307138e-5,0,0,0,0,0
1486,3.333830535610391e-5,1.5629287980271195e-4,5.900576678821575e-5,3.433230306507499e-4,3.623600425628591e-4,1.2943982247979992e-4,9.790285854629185e-5,6.840804088688566e-5,0,0,4.362340507260372e-5,0,0,2.3971570058285802e-4,1.2373469677280854e-5,9.127529986385919e-5,2.5512975527876877e-4,1.0627072828053798e-4
1487,0,3.470008134511635e-5,0,8.40233103629221e-5,2.187205991060469e-5,9.816644898396645e-6,3.182998744196946e-5,0,0,0,0,0,0,4.5460991928024516e-5,0,1.2671949181583193e-5,7.28448228183352e-6,1.0888926165957063e-5
1488,0,0,1.5962827221414512e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,1.4656880225629825e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,0,0,3.788730078193215e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,0.003959243386811298,8.590611105413332e-6,8.608729564589446e-4,0.002561842161564642,1.5881268614992627e-4,1.0163592319897903e-4,6.902492672196877e-5,5.347052546072966e-6,1.8031455330659808e-5,2.0475305128161536e-4,4.567643822915328e-5,6.630039857802054e-5,1.3600763434527391e-5,1.1052646866456417e-4,0.0014427321818767712,2.864235355948824e-5,1.4537498784163205e-5,9.91352955778755e-5
1492,0,0,7.414982030282039e-5,1.481505376523101e-4,0,0,0,0,0,0,0,0,0,0,3.6160348140152102e-6,0,0,0
1493,0,0,2.298361229987977e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,1.9027232937949124e-5,0,0,2.8486095283093913e-5,0,0,0,0,0,0,0,4.6969547764177625e-7,0,0,0,0,0,0
1495,0,0,2.1231222358195502e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,1.1876800311267813e-5,0,8.031553431445365e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,0.0030008141593131274,6.077569129404592e-6,5.94603839096935e-4,0.0015469935403972222,2.9728857877845533e-4,1.273130229952073e-4,1.9982680103905894e-5,0,0,8.651895039828113e-5,0,0,0,8.504618141986714e-6,3.511619178446907e-4,0,0,0
1498,5.707841178756347e-5,0,0,5.71636012797904e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7314168568319677e-5,0,0
1500,1.4229979267309445e-4,0,0,1.0431357630342604e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,1.6041247692019457e-4,0,0,1.80428165031964e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,3.300350750637884e-5,0,0,4.868652334243562e-4,0,0,0,0,0,0,0,0,0,0,1.6473604332553858e-5,0,0,0
1503,3.5121438100064626e-5,0,0,8.720705560525726e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,0,0,0,0,0,1.690716787068639e-5,0,0,0,0,0,0,0,0,0,0,0,0
1505,1.1501596374887683e-4,0,0,0,0,5.13878870038125e-5,0,0,0,0,0,0,0,0,0,0,0,0
1506,0.001170847770041348,0,0,0,0,0.001351474425371329,0,0,0,0,0,0,0,0,0,0,0,0
1507,1.6930871873950334e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,8.173783941918807e-5,0,0,0,0,3.814871278912004e-4,0,0,0,0,0,0,0,0,0,0,0,0
1509,0,0,0,0,0,1.90713283676756e-5,0,0,0,0,0,0,0,0,0,0,0,0
1510,0,0,0,0,0,1.3073485207416342e-4,0,0,0,0,0,0,0,0,0,0,0,0
1511,4.351573994371422e-4,0,1.4635666814459131e-5,4.00052070796536e-5,0,5.705169030718683e-5,0,0,0,0,0,0,0,0,0,0,0,0
1512,0,0,0,6.415040730241146e-5,0,0,0,0,0,0,0,0,0,0,9.261154708714526e-6,0,0,0
1513,0,0,0,0,0,1.8306019308219554e-5,0,0,0,0,0,0,0,0,0,0,0,0
1514,6.520703183031138e-4,0,8.68657524745979e-5,2.2874536353486395e-4,3.913214506631718e-5,1.881832011680586e-5,0,0,0,3.020327322311831e-5,7.929861431938981e-6,0,0,0,5.9475928094984534e-5,0,0,1.3080495834206252e-5
1515,7.673821238993483e-4,0,1.8310372915731157e-4,4.924889788639371e-4,2.0089535191248032e-5,1.1337982815341268e-5,0,0,0,5.436306223580056e-5,0,0,0,0,1.9153229965564322e-4,0,0,0
1516,6.010526678049035e-5,8.760534658800255e-5,1.704191685665891e-4,2.7889385553899815e-4,3.660663447631477e-5,3.4666260476351144e-5,4.7687295079222564e-5,5.68704330219702e-5,3.1147394403142496e-4,4.227407862816322e-5,1.11140891175958e-4,1.4788141248344767e-4,3.105698074872499e-4,1.1087948124421326e-4,5.8001511424275205e-5,6.95297581201916e-5,2.8916445863659905e-5,6.946569964135848e-5
1517,0,0,0,0,2.254046610752477e-5,0,0,0,0,0,0,0,0,0,0,1.5192679644628252e-5,0,0
1518,6.481234530987431e-5,1.1584290983482249e-4,2.1495714366599235e-4,7.261062147367776e-5,1.44393769087864e-4,1.2891014798735884e-4,4.191351000989047e-4,2.677220201249831e-4,4.949634173856464e-4,1.535350173984916e-4,3.2386225471331225e-4,2.8873790107651387e-4,3.438261385284954e-4,3.0602890733494206e-4,3.4559397477668406e-4,3.859775718968362e-4,1.3330190084955368e-4,1.6535710248816252e-4
