Hit	DB	Accession	Description	Organism	Length	Score(Bits)	Identities(%)	Positives(%)	E()
130	TR	A0A1H7NYY8	Fuc2NAc and GlcNAc transferase OS=Atopomonas hussainii OX=1429083 GN=SAMN05216214_11061 PE=4 SV=1	Atopomonas hussainii	342	1152	67.7	77.7	3.2e-155
131	TR	A0A923FLT7	Glycosyltransferase family 4 protein OS=Pseudomonas marvdashtae OX=2745500 GN=HU742_017830 PE=4 SV=1	Pseudomonas marvdashtae	325	1150	66.4	80.0	3.6e-155
132	TR	A0ABV0DB05	Glycosyltransferase family 4 protein OS=Pseudomonas sichuanensis OX=2213015 GN=ABFE88_04695 PE=4 SV=1	Pseudomonas sichuanensis	336	1151	64.1	76.5	3.7e-155
133	TR	A0A1H2N1S6	Fuc2NAc and GlcNAc transferase OS=Pseudomonas mucidolens OX=46679 GN=SAMN05216202_2805 PE=4 SV=1	Pseudomonas mucidolens	346	1152	64.9	76.9	3.7e-155
134	TR	A0ABX8NGB7	Glycosyltransferase family 4 protein OS=Pseudomonas maumuensis OX=2842354 GN=KSS90_19065 PE=4 SV=1	Pseudomonas maumuensis	337	1151	65.4	76.8	3.8e-155
135	TR	A0A1H2I2Z1	Fuc2NAc and GlcNAc transferase OS=Pseudomonas orientalis OX=76758 GN=SAMN04490197_5537 PE=4 SV=1	Pseudomonas orientalis	342	1151	63.8	75.4	4.6e-155
136	TR	A0A5B2UYK1	Fuc2NAc and GlcNAc transferase OS=Pseudomonas brenneri OX=129817 GN=F1720_08845 PE=4 SV=1	Pseudomonas brenneri	337	1150	63.3	75.1	5.5e-155
137	TR	A0A7X0ERU3	Fuc2NAc and GlcNAc transferase OS=Pseudomonas fluvialis OX=1793966 GN=HNP49_001960 PE=4 SV=1	Pseudomonas fluvialis	338	1150	63.2	77.2	5.7e-155
138	TR	A0ABR6V790	Glycosyltransferase family 4 protein OS=Pseudomonas taiwanensis OX=470150 GN=HU747_11990 PE=4 SV=1	Pseudomonas taiwanensis	338	1150	65.6	78.1	5.7e-155
139	TR	A0ABY6QBB5	Glycosyltransferase family 4 protein OS=Pseudomonas quebecensis OX=2995174 GN=OSC50_16345 PE=4 SV=1	Pseudomonas quebecensis	339	1150	64.9	77.5	5.9e-155
140	TR	A0ABU5L071	Glycosyltransferase family 4 protein OS=Pseudomonas asiatica OX=2219225 GN=SOW75_15280 PE=4 SV=1	Pseudomonas asiatica	334	1149	63.7	78.3	7e-155
141	TR	A0ABU7N603	Glycosyltransferase family 4 protein OS=Pseudomonas viridiflava OX=33069 GN=V2I87_07665 PE=4 SV=1	Pseudomonas viridiflava	338	1149	64.9	77.9	8e-155
142	TR	A0A4Z0B0S5	Glycosyl transferase OS=Pseudomonas nabeulensis OX=2293833 GN=DYL61_17665 PE=4 SV=1	Pseudomonas nabeulensis	338	1148	64.2	77.4	1.1e-154
143	TR	A0ABS9I8S7	Glycosyltransferase family 4 protein OS=Pseudomonas petrae OX=2912190 GN=L4G47_18290 PE=4 SV=1	Pseudomonas petrae	338	1148	64.5	76.8	1.1e-154
144	TR	A0ABT2XVI1	Glycosyltransferase family 4 protein OS=Pseudomonas mercuritolerans OX=2951809 GN=ND528_14105 PE=4 SV=1	Pseudomonas mercuritolerans	346	1148	62.6	76.0	1.5e-154
145	TR	A0ABY2VCT5	Glycosyltransferase family 4 protein OS=Pseudomonas protegens OX=380021 GN=FEF10_18540 PE=4 SV=1	Pseudomonas protegens	339	1147	66.1	78.1	1.7e-154
146	TR	A0A5J6QKC0	Glycosyltransferase family 4 protein OS=Metapseudomonas lalkuanensis OX=2604832 GN=FXN65_09160 PE=4 SV=1	Metapseudomonas lalkuanensis	336	1145	62.0	78.1	3e-154
147	TR	A0ABR7BDP6	Glycosyltransferase family 4 protein OS=Pseudomonas triticifolii OX=2762592 GN=H8S56_09785 PE=4 SV=1	Pseudomonas triticifolii	338	1145	63.9	78.5	3.3e-154
148	TR	A0A1H0CRQ5	Fuc2NAc and GlcNAc transferase OS=Pseudomonas antarctica OX=219572 GN=tagO PE=4 SV=1	Pseudomonas antarctica	338	1145	63.6	76.5	3.3e-154
149	TR	A0ABS0BIY8	Glycosyltransferase family 4 protein OS=Pseudomonas neuropathica OX=2730425 GN=H8F23_08430 PE=4 SV=1	Pseudomonas neuropathica	339	1145	64.2	76.6	3.4e-154
150	TR	A0A1H9FQR0	Fuc2NAc and GlcNAc transferase OS=Pseudomonas soli OX=1306993 GN=SAMN05216230_102619 PE=4 SV=1	Pseudomonas soli	340	1145	64.9	76.5	3.5e-154
151	TR	A0ABR9SRT7	Glycosyltransferase family 4 protein OS=Pseudomonas cyclaminis OX=2781239 GN=IQK56_12060 PE=4 SV=1	Pseudomonas cyclaminis	338	1143	63.6	78.1	6.6e-154
152	TR	A0ABW8DG61	Glycosyltransferase family 4 protein OS=Pseudomonas iridis OX=2710587 GN=ACIOUF_07635 PE=4 SV=1	Pseudomonas iridis	341	1143	63.1	75.3	7.3e-154
153	TR	A0ABM7CNK9	Glycosyltransferase family 4 protein OS=Pseudomonas oryziphila OX=2894079 GN=EI693_07430 PE=4 SV=1	Pseudomonas oryziphila	336	1142	64.1	76.2	8.7e-154
154	TR	A0A5R8Z5X1	Glycosyltransferase family 4 protein OS=Pseudomonas mosselii OX=78327 GN=FEM01_11205 PE=4 SV=1	Pseudomonas mosselii	336	1142	64.7	75.9	8.7e-154
155	TR	A0ABU8QU60	Glycosyltransferase family 4 protein OS=Pseudomonas farsensis OX=2745492 GN=V7S98_13040 PE=4 SV=1	Pseudomonas farsensis	337	1142	64.0	75.7	9e-154
156	TR	A0A4R3M7N1	Fuc2NAc and GlcNAc transferase OS=Paralcaligenes ureilyticus OX=627131 GN=EDC26_104242 PE=4 SV=1	Paralcaligenes ureilyticus	341	1141	63.3	75.7	1.5e-153
157	TR	A0A9Q2XFL4	Glycosyltransferase family 4 protein OS=Pseudomonas aegrilactucae OX=2854028 GN=KUO17_02570 PE=4 SV=1	Pseudomonas aegrilactucae	335	1139	64.5	77.8	2.4e-153
158	TR	A0ABZ2GYX6	Glycosyltransferase family 4 protein OS=Pseudomonas bubulae OX=2316085 GN=V6B39_12140 PE=4 SV=1	Pseudomonas bubulae	339	1139	65.0	78.5	2.8e-153
159	TR	A0ABT4WMP6	Glycosyltransferase family 4 protein OS=Pseudomonas fragi OX=296 GN=PI499_00860 PE=4 SV=1	Pseudomonas fragi	339	1139	65.0	78.5	2.8e-153
160	TR	A0ABX4YC92	Glycosyl transferase OS=Pseudomonas gingeri NCPPB 3146 = LMG 5327 OX=707248 GN=CCU68_00290 PE=4 SV=1	Pseudomonas gingeri NCPPB 3146 = LMG 5327	339	1139	64.8	75.7	2.8e-153
161	TR	A0ABX8YKE9	Glycosyltransferase family 4 protein OS=Pseudomonas germanica OX=2815720 GN=J0G10_21675 PE=4 SV=1	Pseudomonas germanica	339	1139	64.2	76.0	2.8e-153
162	TR	A0ABV7APR1	Glycosyltransferase family 4 protein OS=Azotobacter bryophylli OX=1986537 GN=ACFOJE_04450 PE=4 SV=1	Azotobacter bryophylli	350	1139	64.6	76.9	4.1e-153
163	TR	A0A3L8D0A2	Glycosyl transferase OS=Pseudomonas prosekii OX=1148509 GN=CS076_05985 PE=4 SV=1	Pseudomonas prosekii	341	1138	64.7	78.3	4.2e-153
164	TR	A0A085VL09	Glycosyl transferase OS=Pseudomonas syringae OX=317 GN=IV01_09955 PE=4 SV=1	Pseudomonas syringae	337	1137	63.3	77.4	5.2e-153
165	TR	A0ABS1XED2	Glycosyltransferase family 4 protein OS=Pseudomonas cannabina pv. alisalensis OX=757414 GN=JHZ66_13755 PE=4 SV=1	Pseudomonas cannabina pv. alisalensis	338	1137	65.7	77.2	5.3e-153
166	TR	A0ABT5QAV1	Glycosyltransferase family 4 protein OS=Pseudomonas idahonensis OX=2942628 GN=M5G25_23870 PE=4 SV=1	Pseudomonas idahonensis	339	1136	64.5	76.0	7.9e-153
167	TR	A0ABY5ADC0	Glycosyltransferase family 4 protein OS=Ectopseudomonas hydrolytica OX=2493633 GN=L1F06_008965 PE=4 SV=1	Ectopseudomonas hydrolytica	335	1132	64.3	77.8	2.8e-152
168	TR	A0A6I3W8U8	Glycosyl transferase OS=Pseudomonas spelaei OX=1055469 GN=GNF76_17080 PE=4 SV=1	Pseudomonas spelaei	337	1132	63.9	76.0	3e-152
169	TR	A0ABR9ABB8	Glycosyltransferase family 4 protein OS=Pseudomonas lutea OX=243924 GN=IFT62_19000 PE=4 SV=1	Pseudomonas lutea	338	1132	63.3	76.0	3.1e-152
170	TR	A0A5C8NZN2	Glycosyltransferase family 4 protein OS=Zeimonas arvi OX=2498847 GN=FHP08_09845 PE=4 SV=1	Zeimonas arvi	324	1130	66.6	79.0	3.8e-152
171	TR	A0ABT2V9A4	Glycosyltransferase family 4 protein OS=Pseudomonas peradeniyensis OX=2745488 GN=OC929_07450 PE=4 SV=1	Pseudomonas peradeniyensis	339	1131	62.8	76.5	4.5e-152
172	TR	A0ACD2UCV2	Fuc2NAc and GlcNAc transferase OS=Pseudomonas helmanticensis OX=1471381 GN=SAMN04488483_5221 PE=4 SV=1	Pseudomonas helmanticensis	336	1130	64.6	77.8	5.8e-152
173	TR	A0A1H1WC04	Fuc2NAc and GlcNAc transferase OS=Pseudomonas asplenii OX=53407 GN=SAMN05216598_3347 PE=4 SV=1	Pseudomonas asplenii	338	1130	65.8	76.1	6.2e-152
174	TR	A0ABX0YK17	Glycosyltransferase family 4 protein OS=Pseudomonas quercus OX=2722792 GN=HBH25_16035 PE=4 SV=1	Pseudomonas quercus	339	1130	63.3	75.7	6.4e-152
175	TR	A0ABY6AV17	Glycosyltransferase family 4 protein OS=Pseudomonas promysalinigenes OX=485898 GN=N5C08_07220 PE=4 SV=1	Pseudomonas promysalinigenes	334	1129	62.1	75.7	7.6e-152
176	TR	A0AAE9VND9	Glycosyltransferase family 4 protein OS=Denitrificimonas caeni OX=521720 GN=O6P33_11940 PE=4 SV=1	Denitrificimonas caeni	340	1129	65.4	75.4	9.4e-152
177	TR	A0ABS1ZHE4	Glycosyltransferase family 4 protein OS=Pseudomonas weihenstephanensis OX=1608994 GN=GYN02_09505 PE=4 SV=1	Pseudomonas weihenstephanensis	340	1129	63.3	76.4	9.4e-152
178	TR	A0A1V2JCX2	Glycosyl transferase OS=Pseudomonas azotoformans OX=47878 GN=BLL37_05730 PE=4 SV=1	Pseudomonas azotoformans	341	1129	62.8	75.5	9.8e-152
179	TR	A0A9E6NYU2	Glycosyltransferase family 4 protein OS=Pseudomonas hamedanensis OX=2745504 GN=HU739_020855 PE=4 SV=1	Pseudomonas hamedanensis	338	1128	61.3	75.4	1.2e-151
180	TR	A0A0W0HB29	Glycosyl transferase OS=Pseudomonas viridiflava ICMP 13104 OX=1198305 GN=AO067_08730 PE=4 SV=1	Pseudomonas viridiflava ICMP 13104	338	1128	65.1	76.3	1.2e-151
181	TR	A0ABR5JKX5	Glycosyl transferase OS=Pseudomonas coronafaciens pv. porri OX=83964 GN=OX90_17855 PE=4 SV=1	Pseudomonas coronafaciens pv. porri	338	1127	65.8	77.0	1.8e-151
182	TR	A0ACC5MFP3	Fuc2NAc and GlcNAc transferase OS=Pseudomonas umsongensis OX=198618 GN=FHR69_003261 PE=4 SV=1	Pseudomonas umsongensis	341	1127	62.2	75.9	2e-151
183	TR	A0A0P9NH97	Glycosyl transferase family protein OS=Pseudomonas syringae pv. coryli OX=317659 GN=ALO75_00703 PE=4 SV=1	Pseudomonas syringae pv. coryli	336	1126	61.8	77.5	2.3e-151
184	TR	A0ABW7M2X3	Glycosyltransferase family 4 protein OS=Pseudomonas kulmbachensis OX=3043408 GN=ACHMWK_15050 PE=4 SV=1	Pseudomonas kulmbachensis	338	1126	63.3	76.7	2.5e-151
185	TR	A0ABV4PAD3	Glycosyltransferase family 4 protein OS=Pseudomonas tremae OX=200454 GN=ACDH53_06185 PE=4 SV=1	Pseudomonas tremae	338	1126	65.5	76.7	2.5e-151
186	TR	A0ABT3LLD9	Glycosyltransferase family 4 protein OS=Pseudomonas fragariae (ex Marin et al. 2024) OX=3080056 GN=K7K06_16590 PE=4 SV=1	Pseudomonas fragariae (ex Marin et al. 2024)	336	1124	61.8	77.2	4.7e-151
187	TR	A0ABU5B1F4	Glycosyltransferase family 4 protein OS=Pseudomonas fragariae (ex Marin et al. 2024) OX=3080056 GN=SLT84_05910 PE=4 SV=1	Pseudomonas fragariae (ex Marin et al. 2024)	336	1124	61.8	77.2	4.7e-151
188	TR	A0ABQ1DJ22	Glycosyl transferase OS=Pseudomonas cichorii OX=36746 GN=PSCICP_09790 PE=4 SV=1	Pseudomonas cichorii	308	1120	68.9	79.2	7.1e-151
189	TR	A0A0X1T6F2	Glycosyl transferase OS=Pseudomonas agarici OX=46677 GN=AWM79_21205 PE=4 SV=1	Pseudomonas agarici	339	1123	64.3	74.9	7.4e-151
190	TR	A0A4Z0B068	Glycosyl transferase OS=Pseudomonas kairouanensis OX=2293832 GN=DYL59_02690 PE=4 SV=1	Pseudomonas kairouanensis	341	1123	63.6	75.7	8e-151
191	TR	A0ABY3DED3	Glycosyltransferase family 4 protein OS=Pseudomonas alloputida OX=1940621 GN=DZA28_09995 PE=4 SV=1	Pseudomonas alloputida	336	1122	66.0	79.8	9.5e-151
192	TR	A0A193SLT6	Glycosyl transferase OS=Pseudomonas cerasi OX=1583341 GN=PL963_01683 PE=4 SV=1	Pseudomonas cerasi	336	1122	62.1	76.9	9.5e-151
193	TR	A0A0P9UCC5	Glycosyl transferase, group 4 family protein OS=Pseudomonas meliae OX=86176 GN=ALO64_02286 PE=4 SV=1	Pseudomonas meliae	338	1122	62.8	77.1	1e-150
194	TR	A0AAI8PC93	Glycosyl transferase OS=Pseudomonas parafulva OX=157782 GN=DZC75_15110 PE=4 SV=1	Pseudomonas parafulva	336	1121	62.8	77.3	1.3e-150
195	TR	A0ABW9HAJ9	MraY family glycosyltransferase OS=Pseudomonas monachiensis OX=3060212 GN=ACKKH4_18190 PE=4 SV=1	Pseudomonas monachiensis	341	1121	62.8	75.1	1.6e-150
196	TR	A0ABX4YZM4	Glycosyl transferase OS=Pseudomonas avellanae pv. morsprunorum OX=3380385 GN=BKM26_10035 PE=4 SV=1	Pseudomonas avellanae pv. morsprunorum	338	1120	63.8	76.8	2.1e-150
197	TR	G3XD50	Glycosyltransferase WbpL OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=wbpL PE=4 SV=1	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	339	1120	64.0	74.9	2.1e-150
198	TR	A0ABZ2DJ80	Glycosyltransferase family 4 protein OS=Pseudomonas khavaziana OX=2842351 GN=QYQ93_09155 PE=4 SV=1	Pseudomonas khavaziana	340	1120	64.1	75.1	2.2e-150
199	TR	A0A231GKK4	Fuc2NAc and GlcNAc transferase OS=Pseudomonas jessenii OX=77298 GN=SAMN04490187_5533 PE=4 SV=1	Pseudomonas jessenii	341	1120	62.8	74.8	2.3e-150
200	TR	A0A9W6K755	Glycosyl transferase OS=Pseudomonas turukhanskensis OX=1806536 GN=GCM10017655_20020 PE=4 SV=1	Pseudomonas turukhanskensis	336	1119	64.5	76.5	2.7e-150
201	TR	A0ABX7GC69	Glycosyltransferase family 4 protein OS=Pseudomonas granadensis OX=1421430 GN=JN757_20070 PE=4 SV=1	Pseudomonas granadensis	338	1119	62.9	78.1	2.9e-150
202	TR	A0ABV4Z7I3	Glycosyltransferase family 4 protein OS=Pseudomonas boreofloridensis OX=3064348 GN=ACE1YR_09120 PE=4 SV=1	Pseudomonas boreofloridensis	336	1117	62.8	77.3	5.5e-150
203	TR	Q885S6	Glycosyl transferase, group 4 family protein OS=Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000) OX=223283 GN=PSPTO_1755 PE=4 SV=1	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	338	1116	62.6	76.8	8.3e-150
204	TR	A0ABT6QK51	Glycosyltransferase family 4 protein OS=Pseudomonas fungipugnans OX=3024217 GN=POF45_07440 PE=4 SV=1	Pseudomonas fungipugnans	338	1114	64.0	76.3	1.7e-149
205	TR	A0A2S3VIG4	Glycosyl transferase OS=Pseudomonas laurylsulfativorans OX=1943631 GN=B0D71_23960 PE=4 SV=1	Pseudomonas laurylsulfativorans	341	1114	62.5	75.1	1.9e-149
206	TR	A0A923K4J9	Glycosyltransferase family 4 protein OS=Pseudomonas vlassakiae OX=485888 GN=HU738_000865 PE=4 SV=1	Pseudomonas vlassakiae	339	1113	63.2	75.7	2.5e-149
207	TR	A0ABX8P530	Glycosyltransferase family 4 protein OS=Pseudomonas asgharzadehiana OX=2842349 GN=KSS96_08820 PE=4 SV=1	Pseudomonas asgharzadehiana	342	1112	63.3	75.1	3.9e-149
208	TR	A0A840G5N4	Fuc2NAc and GlcNAc transferase OS=Rhodocyclus tenuis OX=1066 GN=GGD90_000657 PE=4 SV=1	Rhodocyclus tenuis	333	1110	65.6	76.0	5.7e-149
209	TR	Q88LX3	Glycosyl transferase WbpL OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440) OX=160488 GN=wbpL PE=4 SV=1	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	334	1110	61.9	76.4	5.9e-149
210	TR	A0A6J4E1F5	Glycosyltransferase WbpL OS=Pseudomonas tohonis OX=2725477 GN=wbpL PE=4 SV=1	Pseudomonas tohonis	335	1110	62.8	75.2	6.1e-149
211	TR	A0A0N8R1S4	Fuc2NAc and GlcNAc transferase OS=Pseudomonas congelans OX=200452 GN=ALO92_01989 PE=4 SV=1	Pseudomonas congelans	336	1110	61.4	77.3	6.3e-149
212	TR	A0ABV4PYT5	Glycosyltransferase family 4 protein OS=Pseudomonas ficuserectae OX=53410 GN=ACDH57_20525 PE=4 SV=1	Pseudomonas ficuserectae	338	1110	62.5	77.1	6.8e-149
213	TR	A0A0N0X690	Glycosyl transferase OS=Pseudomonas amygdali pv. lachrymans OX=53707 GN=AC499_1995 PE=4 SV=1	Pseudomonas amygdali pv. lachrymans	338	1110	62.5	77.1	6.8e-149
214	TR	A0A2S6FLH5	Glycosyl transferase OS=Pseudomonas laurylsulfatiphila OX=2011015 GN=CD175_10850 PE=4 SV=1	Pseudomonas laurylsulfatiphila	341	1110	62.5	74.2	7.5e-149
215	TR	A0ABS2C8C0	Glycosyltransferase family 4 protein OS=Pseudomonas arcuscaelestis OX=2710591 GN=H8F21_28975 PE=4 SV=1	Pseudomonas arcuscaelestis	342	1110	59.3	74.4	7.8e-149
216	TR	A0A0Q0YZV9	Glycosyl transferase OS=Pseudomonas endophytica OX=1563157 GN=AQS70_05555 PE=4 SV=1	Pseudomonas endophytica	343	1110	62.1	75.1	8.1e-149
217	TR	A0ABY1U3X4	Glycosyl transferase OS=Pseudomonas syringae pv. avii OX=663959 GN=CFBP3846_01641 PE=4 SV=1	Pseudomonas syringae pv. avii	338	1108	62.4	76.5	1.4e-148
218	TR	A0A0N8RPY2	Glycosyl transferase OS=Pseudomonas savastanoi pv. glycinea OX=318 GN=AC496_0964 PE=4 SV=1	Pseudomonas savastanoi pv. glycinea	338	1107	62.2	77.1	1.9e-148
219	TR	A0ABT0F6C7	Glycosyltransferase family 4 protein OS=Pseudomonas violetae OX=2915813 GN=L9059_26000 PE=4 SV=1	Pseudomonas violetae	339	1105	61.6	75.7	4e-148
220	TR	A0ABY9FZY2	Glycosyltransferase family 4 protein OS=Pseudomonas lurida OX=244566 GN=PSH67_09510 PE=4 SV=1	Pseudomonas lurida	336	1104	62.1	75.1	5.2e-148
221	TR	A0ABT5NVK4	Glycosyltransferase family 4 protein OS=Pseudomonas fontis OX=2942633 GN=M5G11_16660 PE=4 SV=1	Pseudomonas fontis	341	1104	60.7	76.0	6.2e-148
222	TR	A0ACD4PC10	Glycosyltransferase family 4 protein OS=Pseudomonas fortuita OX=3233375 GN=OZ911_06635 PE=4 SV=1	Pseudomonas fortuita	334	1103	62.2	76.4	6.8e-148
223	TR	A0A9X4C470	Glycosyltransferase family 4 protein OS=Pseudomonas shahriarae OX=2745512 GN=M5G27_20840 PE=4 SV=1	Pseudomonas shahriarae	342	1103	61.0	74.5	9.1e-148
224	TR	A0ABM6J083	Glycosyl transferase OS=Pseudomonas parafulva OX=157782 GN=B2J77_06000 PE=4 SV=1	Pseudomonas parafulva	334	1102	62.6	76.4	9.7e-148
225	TR	A0A7L9G977	Glycosyltransferase family 4 protein OS=Pseudomonas taiwanensis OX=470150 GN=ICN73_13270 PE=4 SV=1	Pseudomonas taiwanensis	334	1101	62.2	76.8	1.4e-147
226	TR	A0A562I0U0	Fuc2NAc and GlcNAc transferase OS=Azomonas agilis OX=116849 GN=LX59_02328 PE=4 SV=1	Azomonas agilis	345	1102	63.7	75.4	1.4e-147
227	TR	A0A0N8T2E0	Glycosyl transferase, group 4 family protein OS=Pseudomonas syringae pv. tagetis OX=129140 GN=ALO44_100538 PE=4 SV=1	Pseudomonas syringae pv. tagetis	338	1100	61.7	77.0	2.2e-147
228	TR	A0A1N6UV27	Fuc2NAc and GlcNAc transferase OS=Aromatoleum tolulyticum OX=34027 GN=SAMN05421829_10650 PE=4 SV=1	Aromatoleum tolulyticum	341	1100	63.7	76.3	2.5e-147
229	TR	A0AAX0VSV1	Glycosyl transferase OS=Pseudomonas guariconensis OX=1288410 GN=CXG49_20440 PE=4 SV=1	Pseudomonas guariconensis	339	1098	60.5	76.1	4.7e-147
230	TR	A0A5R9QIB9	Glycosyl transferase OS=Stutzerimonas nosocomialis OX=1056496 GN=DN820_04415 PE=4 SV=1	Stutzerimonas nosocomialis	344	1098	62.5	73.9	5.6e-147
231	TR	A0ACA7P3N7	Glycosyl transferase OS=Pseudomonas gorinensis OX=3240790 GN=U771_09380 PE=4 SV=1	Pseudomonas gorinensis	337	1096	60.4	74.2	8.8e-147
232	TR	A0ABZ1AL05	Glycosyltransferase family 4 protein OS=Aromatoleum evansii OX=59406 GN=U5817_21155 PE=4 SV=1	Aromatoleum evansii	341	1095	65.7	75.7	1.4e-146
233	TR	A0ABY6ZTJ1	Glycosyltransferase family 4 protein OS=Pseudomonas triclosanedens OX=2961893 GN=OU419_20220 PE=4 SV=1	Pseudomonas triclosanedens	341	1088	60.7	75.7	1.7e-145
234	TR	A0A1V0B5T6	Glycosyl transferase OS=Halopseudomonas phragmitis OX=1931241 GN=BVH74_11215 PE=4 SV=1	Halopseudomonas phragmitis	341	1088	61.9	75.3	1.7e-145
235	TR	A0A6A7Z1Y1	Glycosyl transferase OS=Pseudomonas helleri OX=1608996 GN=GHN41_04920 PE=4 SV=1	Pseudomonas helleri	344	1088	60.9	74.1	1.8e-145
236	TR	A0A0S2TI18	Glycosyl transferase OS=Candidatus Tenderia electrophaga OX=1748243 GN=Tel_08655 PE=4 SV=1	Candidatus Tenderia electrophaga	340	1087	61.3	74.1	2.3e-145
237	TR	A0ABR5Z500	Glycosyltransferase family 4 protein OS=Stutzerimonas azotifigens OX=291995 GN=G7026_17880 PE=4 SV=1	Stutzerimonas azotifigens	336	1085	61.3	74.5	4e-145
238	TR	A0A1H5SWW8	Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase OS=Thauera chlorobenzoica OX=96773 GN=Tchl_1202 PE=4 SV=1	Thauera chlorobenzoica	341	1085	62.6	73.6	4.7e-145
239	TR	G3IVS6	Glycosyl transferase, family 4, conserved region-containing protein OS=Methylobacter tundripaludum (strain ATCC BAA-1195 / DSM 17260 / SV96) OX=697282 GN=Mettu_1767 PE=4 SV=1	Methylobacter tundripaludum (strain ATCC BAA-1195 / DSM 17260 / SV96)	344	1085	60.0	73.9	5.3e-145
240	TR	A0A7V7GN77	Glycosyl transferase OS=Halopseudomonas laoshanensis OX=2268758 GN=DT594_17670 PE=4 SV=1	Halopseudomonas laoshanensis	339	1084	60.8	75.3	6.3e-145
241	TR	A0ABW8WAN7	MraY family glycosyltransferase OS=Pseudomonas azerbaijanorientalis OX=2842350 GN=ACJ8NA_25485 PE=4 SV=1	Pseudomonas azerbaijanorientalis	341	1083	61.4	72.5	9.6e-145
242	TR	A0ABY3C7Z7	Glycosyltransferase family 4 protein OS=Candidatus Methylobacter oryzae OX=2497749 GN=EKO24_016105 PE=4 SV=1	Candidatus Methylobacter oryzae	344	1082	62.5	74.4	1.5e-144
243	TR	A0A1Q2M5F3	Glycosyl transferase OS=Microbulbifer agarilyticus OX=260552 GN=Mag101_07600 PE=4 SV=1	Microbulbifer agarilyticus	346	1082	59.1	73.1	1.6e-144
244	TR	A0A396S2C7	Glycosyl transferase OS=Pseudomonas jilinensis OX=2078689 GN=C2846_15260 PE=4 SV=1	Pseudomonas jilinensis	344	1081	62.2	75.0	2.1e-144
245	TR	A0A2R3IRR8	Glycosyl transferase 4 family protein OS=Pseudomonas paraeruginosa OX=2994495 GN=CSB93_3163 PE=4 SV=1	Pseudomonas paraeruginosa	339	1077	62.3	75.1	7.3e-144
246	TR	A0A915U1K6	Glycosyl transferase OS=Desulfolithobacter dissulfuricans OX=2795293 GN=GF1_21140 PE=4 SV=1	Desulfolithobacter dissulfuricans	336	1074	61.4	74.6	1.9e-143
247	TR	A0A1G9YI11	Fuc2NAc and GlcNAc transferase OS=Pseudomonas jinjuensis OX=198616 GN=SAMN05216193_10143 PE=4 SV=1	Pseudomonas jinjuensis	341	1074	60.9	73.5	2.2e-143
248	TR	A0A2R4BS28	Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase OS=Thauera aromatica K172 OX=44139 GN=Tharo_3267 PE=4 SV=1	Thauera aromatica K172	341	1073	61.5	73.4	3.2e-143
249	TR	A0A6I6H5M7	Glycosyl transferase OS=Pseudomonas alkylphenolica OX=237609 GN=GPJ81_07465 PE=4 SV=1	Pseudomonas alkylphenolica	344	1072	58.7	75.5	5e-143
250	TR	A0ABS2IFX4	Glycosyltransferase family 4 protein OS=Zestomonas insulae OX=2809017 GN=JQX08_08995 PE=4 SV=1	Zestomonas insulae	339	1071	60.2	72.7	5.9e-143
