#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
A7P0.fasta	NODE_33_length_39035_cov_135.709020	188	712	-	xcpZ	1-525/525	===============	0/0	100.00	99.05	vfdb	NP_251785	(xcpZ) general secretion pathway protein M [Xcp secretion system (VF0084) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_33_length_39035_cov_135.709020	714	1862	-	xcpY	1-1149/1149	===============	0/0	100.00	99.65	vfdb	NP_251786	(xcpY) general secretion pathway protein L [Xcp secretion system (VF0084) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_33_length_39035_cov_135.709020	1859	2860	-	xcpX	1-1002/1002	===============	0/0	100.00	100.00	vfdb	NP_251787	(xcpX) general secretion pathway protein K [Xcp secretion system (VF0084) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_33_length_39035_cov_135.709020	2857	3570	-	xcpW	1-714/714	===============	0/0	100.00	100.00	vfdb	NP_251788	(xcpW) general secretion pathway protein J [Xcp secretion system (VF0084) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_33_length_39035_cov_135.709020	3567	3956	-	xcpV	1-390/390	===============	0/0	100.00	99.74	vfdb	NP_251789	(xcpV) general secretion pathway protein I [Xcp secretion system (VF0084) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_33_length_39035_cov_135.709020	3953	4471	-	xcpU	1-519/519	===============	0/0	100.00	99.61	vfdb	NP_251790	(xcpU) general secretion pathway protein H [Xcp secretion system (VF0084) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_33_length_39035_cov_135.709020	4478	4924	-	xcpT	1-447/447	===============	0/0	100.00	99.78	vfdb	NP_251791	(xcpT) general secretion pathway protein G [Xcp secretion system (VF0084) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_33_length_39035_cov_135.709020	4929	6146	-	xcpS	1-1218/1218	===============	0/0	100.00	99.51	vfdb	NP_251792	(xcpS) general secretion pathway protein F [Xcp secretion system (VF0084) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_33_length_39035_cov_135.709020	6146	7654	-	xcpR	1-1509/1509	===============	0/0	100.00	99.34	vfdb	NP_251793	(xcpR) general secretion pathway protein E [Xcp secretion system (VF0084) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_33_length_39035_cov_135.709020	7874	8581	+	xcpP	1-708/708	===============	0/0	100.00	99.86	vfdb	NP_251794	(xcpP) secretion protein XcpP [Xcp secretion system (VF0084) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_33_length_39035_cov_135.709020	8586	10562	+	xcpQ	1-1977/1977	===============	0/0	100.00	99.85	vfdb	NP_251795	(xcpQ) general secretion pathway protein D [Xcp secretion system (VF0084) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_33_length_39035_cov_135.709020	19684	22443	-	fimV	1-2760/2760	===============	0/0	100.00	99.89	vfdb	NP_251805	(fimV) a polar peptidoglycan-binding protein involved in type IV pilus assembly [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_34_length_31174_cov_136.769849	15142	16407	-	fapF	1-1266/1266	===============	0/0	100.00	99.76	vfdb	NP_250641	(fapF) outer membrane secretin FapF [Fap (VF1191) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_34_length_31174_cov_136.769849	16468	17220	-	fapE	1-753/753	===============	0/0	100.00	99.73	vfdb	NP_250642	(fapE) chaprone FapE [Fap (VF1191) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_34_length_31174_cov_136.769849	17234	17914	-	fapD	1-681/681	===============	0/0	100.00	99.71	vfdb	NP_250643	(fapD) periplasmic accessory protein FapD [Fap (VF1191) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_34_length_31174_cov_136.769849	17976	18998	-	fapC	1-1023/1023	===============	0/0	100.00	99.90	vfdb	NP_250644	(fapC) major amyloid subunit FapC [Fap (VF1191) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_34_length_31174_cov_136.769849	19055	19624	-	fapB	1-570/570	===============	0/0	100.00	98.77	vfdb	NP_250645	(fapB) minor amyloid subunit FapB [Fap (VF1191) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_34_length_31174_cov_136.769849	19621	20109	-	fapA	1-489/489	===============	0/0	100.00	97.75	vfdb	NP_250646	(fapA) periplasmic accessory protein FapA [Fap (VF1191) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_3_length_446063_cov_168.310660	88245	89249	-	rpoS	1-1005/1005	===============	0/0	100.00	99.40	vfdb	NP_252312	(rpoS) RNA polymerase sigma factor RpoS [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_3_length_446063_cov_168.310660	117856	119208	-	mucP	1-1353/1353	===============	0/0	100.00	99.56	vfdb	NP_252339	(mucP) metalloprotease protease [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_3_length_446063_cov_168.310660	199309	200805	-	lasB	1-1497/1497	===============	0/0	100.00	100.00	vfdb	NP_252413	(lasB) elastase LasB [LasB (VF0087) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_3_length_446063_cov_168.310660	301713	302471	-	pilF	1-759/759	===============	0/0	100.00	99.61	vfdb	NP_252494	(pilF) type 4 fimbrial biogenesis protein PilF [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_3_length_446063_cov_168.310660	376562	377923	-	exoS	1-1362/1362	===============	0/0	100.00	99.56	vfdb	NP_252530	(exoS) type III secretion system effector ExoS ADP ribosyltransferase activity and GTPase-activating protein activity [TTSS secreted effectors (VF0853) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_3_length_446063_cov_168.310660	378111	378461	+	spcS	1-351/351	===============	0/0	100.00	98.58	vfdb	NP_252531	(spcS) chaperone for exoS [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_43_length_15451_cov_147.839274	9959	11956	-	wbpM	1-1998/1998	===============	0/0	100.00	96.75	vfdb	NP_251831	(wbpM) nucleotide sugar epimerase/dehydratase WbpM [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_4_length_416771_cov_155.028995	222248	223072	-	PA3348	1-825/825	===============	0/0	100.00	100.00	vfdb	NP_252038	(PA3348) chemotaxis protein methyltransferase [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_4_length_416771_cov_155.028995	223149	224081	-	PA3349	1-933/933	===============	0/0	100.00	100.00	vfdb	NP_252039	(PA3349) chemotaxis protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_4_length_416771_cov_155.028995	224213	224911	+	flgA	1-699/699	===============	0/0	100.00	99.71	vfdb	NP_252040	(flgA) flagellar basal body P-ring biosynthesis protein FlgA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_4_length_416771_cov_155.028995	225056	225379	+	flgM	1-324/324	===============	0/0	100.00	99.69	vfdb	NP_252041	(flgM) negative regulator of flagellin synthesis [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_4_length_416771_cov_155.028995	225434	225904	+	flgN	1-471/471	===============	0/0	100.00	99.79	vfdb	NP_252042	(flgN) flagella synthesis protein FlgN [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_4_length_416771_cov_155.028995	350466	351071	-	rhlI	1-606/606	===============	0/0	100.00	98.52	vfdb	NP_252166	(rhlI) autoinducer synthesis protein RhlL [Quorum sensing (VF0093) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_4_length_416771_cov_155.028995	351251	351976	-	rhlR	1-726/726	===============	0/0	100.00	99.17	vfdb	NP_252167	(rhlR) transcriptional regulator RhlR [Quorum sensing (VF0093) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_4_length_416771_cov_155.028995	352101	353381	-	rhlB	1-1281/1281	===============	0/0	100.00	98.98	vfdb	NP_252168	(rhlB) rhamnosyltransferase chain B [Rhamnolipid (VF0089) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_4_length_416771_cov_155.028995	353447	354334	-	rhlA	1-888/888	===============	0/0	100.00	99.55	vfdb	NP_252169	(rhlA) rhamnosyltransferase chain A [Rhamnolipid (VF0089) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_4_length_416771_cov_155.028995	359607	360833	+	tse3	1-1227/1227	===============	0/0	100.00	99.59	vfdb	NP_252174	(tse3) type VI secretion system effector Tse3 glycoside hydrolase  [HSI-1 T6SS secreted effectors (VF1194) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_4_length_416771_cov_155.028995	400128	401093	-	motY	1-966/966	===============	0/0	100.00	99.48	vfdb	NP_252216	(motY) probable outer membrane protein precursor [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_5_length_376542_cov_147.286539	320840	324793	-	tse5/rhsP1	1-3954/3954	===============	0/0	100.00	99.59	vfdb	NP_251374	(tse5/rhsP1) Toxin protein Tse5  [HSI-1 T6SS secreted effectors (VF1194) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_5_length_376542_cov_147.286539	344609	345085	+	tse2	1-477/477	===============	0/0	100.00	100.00	vfdb	NP_251392	(tse2) type VI secretion system effector Tse2 [HSI-1 T6SS secreted effectors (VF1194) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_6_length_369204_cov_182.771412	83356	84390	+	pilT	1-1035/1035	===============	0/0	100.00	99.52	vfdb	NP_249086	(pilT) twitching motility protein PilT [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_6_length_369204_cov_182.771412	84568	85716	+	pilU	1-1149/1149	===============	0/0	100.00	100.00	vfdb	NP_249087	(pilU) twitching motility protein PilU [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_6_length_369204_cov_182.771412	96425	96832	+	pilG	1-408/408	===============	0/0	100.00	100.00	vfdb	NP_249099	(pilG) twitching motility protein PilG [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_6_length_369204_cov_182.771412	96879	97244	+	pilH	1-366/366	===============	0/0	100.00	100.00	vfdb	NP_249100	(pilH) twitching motility protein PilH [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_6_length_369204_cov_182.771412	97295	97831	+	pilI	1-537/537	===============	0/0	100.00	100.00	vfdb	NP_249101	(pilI) twitching motility protein PilI [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_6_length_369204_cov_182.771412	97915	99963	+	pilJ	1-2049/2049	===============	0/0	100.00	99.66	vfdb	NP_249102	(pilJ) twitching motility protein PilJ [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_6_length_369204_cov_182.771412	100024	100899	+	pilK	1-876/876	===============	0/0	100.00	99.43	vfdb	NP_249103	(pilK) methyltransferase PilK [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_6_length_369204_cov_182.771412	100911	108329	+	chpA	1-7419/7419	===============	0/0	100.00	99.72	vfdb	NP_249104	(chpA) still frameshift probable component of chemotactic signal transduction system [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_6_length_369204_cov_182.771412	108322	109353	+	chpB	1-1032/1032	===============	0/0	100.00	99.32	vfdb	NP_249105	(chpB) probable methylesterase [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_6_length_369204_cov_182.771412	109350	109856	+	chpC	1-507/507	===============	0/0	100.00	98.82	vfdb	NP_249106	(chpC) probable chemotaxis protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_6_length_369204_cov_182.771412	109864	110658	+	chpD	1-795/795	===============	0/0	100.00	99.25	vfdb	NP_249107	(chpD) probable transcriptional regulator [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_6_length_369204_cov_182.771412	110734	111345	+	chpE	1-612/612	===============	0/0	100.00	99.35	vfdb	NP_249108	(chpE) probable chemotaxis protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_6_length_369204_cov_182.771412	353357	354001	-	vfr	1-645/645	===============	0/0	100.00	100.00	vfdb	NP_249343	(vfr) cAMP-regulatory protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_7_length_299763_cov_139.147938	146059	146415	-	pilZ	1-357/357	===============	0/0	100.00	98.88	vfdb	NP_251650	(pilZ) type 4 fimbrial biogenesis protein PilZ [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_8_length_295725_cov_145.945476	186028	187197	+	algW	1-1170/1170	===============	0/0	100.00	99.57	vfdb	NP_253136	(algW) AlgW protein [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_8_length_295725_cov_145.945476	199064	200557	+	rpoN	1-1494/1494	===============	0/0	100.00	99.47	vfdb	NP_253152	(rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_8_length_295725_cov_145.945476	277555	279255	+	pilB	1-1701/1701	===============	0/0	100.00	88.24	vfdb	NP_253216	(pilB) type 4 fimbrial biogenesis protein PilB [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_8_length_295725_cov_145.945476	279358	280473	+	pilC	4-1119/1125	========/======	7/12	98.67	80.04	vfdb		(pilC) still frameshift type 4 fimbrial biogenesis protein PilC [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_8_length_295725_cov_145.945476	280477	281349	+	xcpA/pilD	1-873/873	===============	0/0	100.00	99.20	vfdb	NP_253218	(xcpA/pilD) type 4 prepilin peptidase PilD [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A7P0.fasta	NODE_9_length_291595_cov_153.673440	106620	108059	+	aprA	1-1440/1440	===============	0/0	100.00	99.38	vfdb	NP_249940	(aprA) alkaline metalloproteinase precursor [Alkaline protease (VF0090) - Exoenzyme (VFC0251)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_11_length_211388_cov_306.037154	33974	35419	-	algA	1-1446/1446	===============	0/0	100.00	99.79	vfdb	NP_252241	(algA) phosphomannose isomerase / guanosine 5'-diphospho-D-mannose pyrophosphorylase [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_11_length_211388_cov_306.037154	35616	36266	-	algF	1-651/651	===============	0/0	100.00	99.85	vfdb	NP_252240	(algF) alginate o-acetyltransferase AlgF [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_11_length_211388_cov_306.037154	36339	37514	-	algJ	1-1176/1176	===============	0/0	100.00	99.75	vfdb	NP_252239	(algJ) alginate o-acetyltransferase AlgJ [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_11_length_211388_cov_306.037154	37529	39091	-	algI	1-1563/1563	===============	0/0	100.00	99.36	vfdb	NP_252238	(algI) alginate o-acetyltransferase AlgI [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_11_length_211388_cov_306.037154	39333	40436	-	algL	1-1104/1104	===============	0/0	100.00	99.55	vfdb	NP_252237	(algL) poly(beta-d-mannuronate) lyase precursor AlgL [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_11_length_211388_cov_306.037154	40440	41864	-	algX	1-1425/1425	===============	0/0	100.00	99.51	vfdb	NP_252236	(algX) alginate biosynthesis protein AlgX [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_11_length_211388_cov_306.037154	41877	43508	-	algG	1-1632/1632	===============	0/0	100.00	99.75	vfdb	NP_252235	(algG) outer membrane protein AlgE [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_11_length_211388_cov_306.037154	43529	45001	-	algE	1-1473/1473	===============	0/0	100.00	99.66	vfdb	NP_252234	(algE) alginate biosynthetic protein AlgK precursor [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_11_length_211388_cov_306.037154	44998	46425	-	algK	1-1428/1428	===============	0/0	100.00	99.86	vfdb	NP_252233	(algK) alginate biosynthesis protein Alg44 [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_11_length_211388_cov_306.037154	46439	47608	-	alg44	1-1170/1170	===============	0/0	100.00	100.00	vfdb	NP_252232	(alg44) alginate biosynthesis protein Alg8 [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_11_length_211388_cov_306.037154	47691	49175	-	alg8	1-1485/1485	===============	0/0	100.00	99.80	vfdb	NP_252231	(alg8) alginate-c5-mannuronan-epimerase AlgG [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_11_length_211388_cov_306.037154	49315	50625	-	algD	1-1311/1311	===============	0/0	100.00	99.92	vfdb	NP_252230	(algD) GDP-mannose 6-dehydrogenase AlgD [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_11_length_211388_cov_306.037154	66490	67455	+	motY	1-966/966	===============	0/0	100.00	100.00	vfdb	NP_252216	(motY) probable outer membrane protein precursor [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_11_length_211388_cov_306.037154	90269	91495	-	tse3	1-1227/1227	===============	0/0	100.00	99.76	vfdb	NP_252174	(tse3) type VI secretion system effector Tse3 glycoside hydrolase  [HSI-1 T6SS secreted effectors (VF1194) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_11_length_211388_cov_306.037154	96765	97652	+	rhlA	1-888/888	===============	0/0	100.00	99.66	vfdb	NP_252169	(rhlA) rhamnosyltransferase chain A [Rhamnolipid (VF0089) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_11_length_211388_cov_306.037154	97718	98998	+	rhlB	1-1281/1281	===============	0/0	100.00	99.22	vfdb	NP_252168	(rhlB) rhamnosyltransferase chain B [Rhamnolipid (VF0089) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_11_length_211388_cov_306.037154	99123	99847	+	rhlR	1-726/726	========/======	1/1	99.86	99.17	vfdb	NP_252167	(rhlR) transcriptional regulator RhlR [Quorum sensing (VF0093) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_11_length_211388_cov_306.037154	100027	100632	+	rhlI	1-606/606	===============	0/0	100.00	98.84	vfdb	NP_252166	(rhlI) autoinducer synthesis protein RhlL [Quorum sensing (VF0093) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_12_length_206465_cov_300.292333	182912	183736	-	PA3348	1-825/825	===============	0/0	100.00	100.00	vfdb	NP_252038	(PA3348) chemotaxis protein methyltransferase [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_12_length_206465_cov_300.292333	183813	184745	-	PA3349	1-933/933	===============	0/0	100.00	99.89	vfdb	NP_252039	(PA3349) chemotaxis protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_12_length_206465_cov_300.292333	184877	185575	+	flgA	1-699/699	===============	0/0	100.00	99.86	vfdb	NP_252040	(flgA) flagellar basal body P-ring biosynthesis protein FlgA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_12_length_206465_cov_300.292333	185720	186043	+	flgM	1-324/324	===============	0/0	100.00	100.00	vfdb	NP_252041	(flgM) negative regulator of flagellin synthesis [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_12_length_206465_cov_300.292333	186098	186568	+	flgN	1-471/471	===============	0/0	100.00	98.94	vfdb	NP_252042	(flgN) flagella synthesis protein FlgN [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_13_length_159608_cov_300.100350	74883	75290	+	flgB	1-408/408	===============	0/0	100.00	100.00	vfdb	NP_249768	(flgB) flagellar basal body rod protein FlgB [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_13_length_159608_cov_300.100350	75296	75736	+	flgC	1-441/441	===============	0/0	100.00	100.00	vfdb	NP_249769	(flgC) flagellar basal-body rod protein FlgC [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_13_length_159608_cov_300.100350	75749	76462	+	flgD	1-714/714	===============	0/0	100.00	99.86	vfdb	NP_249770	(flgD) flagellar basal-body rod modification protein FlgD [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_13_length_159608_cov_300.100350	76490	77878	+	flgE	1-1389/1389	===============	0/0	100.00	99.71	vfdb	NP_249771	(flgE) flagellar hook protein FlgE [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_13_length_159608_cov_300.100350	78096	78845	+	flgF	1-750/750	===============	0/0	100.00	99.73	vfdb	NP_249772	(flgF) flagellar basal-body rod protein FlgF [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_13_length_159608_cov_300.100350	78892	79677	+	flgG	1-786/786	===============	0/0	100.00	99.75	vfdb	NP_249773	(flgG) flagellar basal-body rod protein FlgG [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_13_length_159608_cov_300.100350	79723	80418	+	flgH	1-696/696	===============	0/0	100.00	99.42	vfdb	NP_249774	(flgH) flagellar L-ring protein precursor FlgH [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_13_length_159608_cov_300.100350	80430	81539	+	flgI	1-1110/1110	===============	0/0	100.00	99.73	vfdb	NP_249775	(flgI) flagellar P-ring protein precursor FlgI [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_13_length_159608_cov_300.100350	81550	82752	+	flgJ	1-1203/1203	===============	0/0	100.00	99.75	vfdb	NP_249776	(flgJ) flagellar rod assembly protein/muramidase FlgJ [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_13_length_159608_cov_300.100350	82771	84822	+	flgK	1-2052/2052	===============	0/0	100.00	99.85	vfdb	NP_249777	(flgK) flagellar hook-associated protein 1 FlgK [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_13_length_159608_cov_300.100350	84848	86167	+	flgL	1-1320/1320	===============	0/0	100.00	99.85	vfdb	NP_249778	(flgL) flagellar hook-associated protein 3 FlgL [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_13_length_159608_cov_300.100350	93666	95132	+	fliC	1-1467/1467	===============	0/0	100.00	99.86	vfdb	NP_249783	(fliC) B-type flagellin [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_13_length_159608_cov_300.100350	95211	95582	+	fleI/flaG	1-372/372	===============	0/0	100.00	99.73	vfdb	NP_249784	(fleI/flaG) flagellar protein FlaG [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_13_length_159608_cov_300.100350	95668	97092	+	fliD	1-1425/1425	===============	0/0	100.00	99.93	vfdb	NP_249785	(fliD) flagellar capping protein FliD [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_13_length_159608_cov_300.100350	97214	97594	+	fliS	1-381/381	===============	0/0	100.00	99.74	vfdb	NP_249786	(fliS) flagellar protein FliS [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_13_length_159608_cov_300.100350	97617	97913	+	fleP/fliT	1-297/297	===============	0/0	100.00	100.00	vfdb	NP_249787	(fleP/fliT) flagellar protein FliT [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_13_length_159608_cov_300.100350	98195	99667	+	fleQ	1-1473/1473	===============	0/0	100.00	99.19	vfdb	NP_249788	(fleQ) transcriptional regulator FleQ [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
A7P12.fasta	NODE_13_length_159608_cov_300.100350	99780	100988	+	fleS	1-1209/1209	===============	0/0	100.00	99.50	vfdb	NP_249789	(fleS) two-component sensor [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
